0 	 2640.44124669285 	 2640.44124669285 	 2640.44124669285 
 0.1 	 2622.17728981132 	 2622.21207260196 	 2622.19468120664 
 0.2 	 2568.2371806782 	 2568.37271971713 	 2568.30495019766 
 0.3 	 2481.11046978374 	 2481.40244267035 	 2481.25645622704 
 0.4 	 2364.73402660544 	 2365.22247818249 	 2364.97825239397 
 0.5 	 2224.19620428362 	 2224.90225164985 	 2224.54922796673 
 0.6 	 2065.36528555702 	 2066.29022844789 	 2065.82775700245 
 0.7 	 1894.47855984743 	 1895.60540065561 	 1895.04198025152 
 0.8 	 1717.73079111472 	 1719.02782180235 	 1718.37930645853 
 0.9 	 1540.89880946383 	 1542.32464364239 	 1541.61172655311 
 1 	 1369.0329349282 	 1370.54219466215 	 1369.78756479517 
 1.1 	 1206.23685832399 	 1207.78568831931 	 1207.01127332165 
 1.2 	 1055.54675058422 	 1057.09742536106 	 1056.32208797264 
 1.3 	 918.909192673434 	 920.43328110947 	 919.671236891452 
 1.4 	 797.247404730173 	 798.727220571705 	 797.987312650939 
 1.5 	 690.597355228942 	 692.025703225654 	 691.311529227298 
 1.6 	 598.290414291982 	 599.668892074146 	 598.979653183064 
 1.7 	 519.157583834409 	 520.493881646162 	 519.825732740286 
 1.8 	 451.731829452559 	 453.036561078248 	 452.384195265403 
 1.9 	 394.429092254596 	 395.7126867701 	 395.070889512348 
 2 	 345.694327713189 	 346.964425945941 	 346.329376829565 
 2.1 	 304.105424278772 	 305.365081735825 	 304.735253007298 
 2.2 	 268.434139833268 	 269.680971506116 	 269.057555669692 
 2.3 	 237.668459680627 	 238.894703312101 	 238.281581496364 
 2.4 	 211.004481522408 	 212.197829978777 	 211.601155750592 
 2.5 	 187.817829424516 	 188.962804733171 	 188.390317078843 
 2.6 	 167.624746956803 	 168.70436161598 	 168.164554286391 
 2.7 	 150.041723969298 	 151.039192171225 	 150.540458070262 
 2.8 	 134.750241161487 	 135.650549392021 	 135.200395276754 
 2.9 	 121.470507871731 	 122.261714101359 	 121.866110986545 
 3 	 109.945429291365 	 110.619617481723 	 110.282523386544 
 3.1 	 99.9338724139825 	 100.487734105301 	 100.210803259642 
 3.2 	 91.2108550300301 	 91.6458986020863 	 91.4283768160582 
 3.3 	 83.5716400945453 	 83.8940432624292 	 83.7328416784872 
 3.4 	 76.836807305956 	 77.0569359983815 	 76.9468716521688 
 3.5 	 70.8560101679005 	 70.9876348331345 	 70.9218225005175 
 3.6 	 65.5090655252247 	 65.5683200694065 	 65.5386927973156 
 3.7 	 60.7040137865994 	 60.7081647884128 	 60.7060892875061 
 3.8 	 56.3726235088464 	 56.3387453055232 	 56.3556844071848 
 3.9 	 52.4643581149613 	 52.4080359485372 	 52.4361970317492 
 4 	 48.9400245395455 	 48.8742242135502 	 48.9071243765479 
 4.1 	 45.766211740407 	 45.7004518194162 	 45.7333317799116 
 4.2 	 42.9112881888773 	 42.8512246772969 	 42.8812564330871 
 4.3 	 40.3432790218491 	 40.2907629788349 	 40.317021000342 
 4.4 	 38.029503851646 	 37.9831057495228 	 38.0063048005844 
 4.5 	 35.9375199463171 	 35.8934419796844 	 35.9154809630007 
 4.6 	 34.0367379286775 	 33.9899708854289 	 34.0133544070532 
 4.7 	 32.3000693812006 	 32.2456076811566 	 32.2728385311786 
 4.8 	 30.7050998285274 	 30.6390169429318 	 30.6720583857296 
